cost,outcome,patexp,discharge,income,city,zip,state,provider,providerid,color
0.460325281,0.395988539,0.271060172,0.042406877,0.154727794,Cleveland,38732,MS,BOLIVAR MEDICAL CENTER,844,#00CED1
0.46073279,0.364469914,0.762750716,0.925501433,0.08252149,Spartanburg,29303,SC,SPARTANBURG REGIONAL MEDICAL CENTER,845,#00CED1
0.460831254,0.592550143,0.04469914,0.4252149,0.24756447,Riverdale,30274,GA,SOUTHERN REGIONAL MEDICAL CENTER,846,#00CED1
0.46127024,0.858452722,0.084813754,0.226934097,0.782234957,Burien,98166,WA,HIGHLINE MEDICAL CENTER,847,#00CED1
0.461339057,0.858452722,0.608022923,0.23495702,0.804584527,Chardon,44024,OH,UH GEAUGA MEDICAL CENTER,848,#00CED1
0.461383807,0.181088825,0.293409742,0.15530086,0.698567335,Harris,12742,NY,CATSKILL REGIONAL MEDICAL CENTER,849,#00CED1
0.461441834,0.592550143,0.435530086,0.135816619,0.791977077,Kenosha,53142,WI,AURORA MEDICAL CTR KENOSHA,850,#00CED1
0.462070953,0.038968481,0.64469914,0.958739255,0.195415473,Dallas,75246,TX,BAYLOR UNIVERSITY MEDICAL CENTER,851,#00CED1
0.46236292,0.676217765,0.107163324,0.461318052,0.671060172,Idaho Falls,83404,ID,EASTERN IDAHO REGIONAL MEDICAL CENTER,852,#00CED1
0.462783445,0.045845272,0.476790831,0.038395415,0.179369628,Livingston,38570,TN,LIVINGSTON REGIONAL HOSPITAL,853,#00CED1
0.463348888,0.436103152,0.455014327,0.913467049,0.244126074,Dothan,36301,AL,SOUTHEAST ALABAMA MEDICAL CENTER,854,#00CED1
0.464021275,0.049283668,0.913467049,0.50487106,0.59025788,Tifton,31793,GA,TIFT REGIONAL MEDICAL CENTER,855,#00CED1
0.464791508,0.772492837,0.82234957,0.056160458,0.748424069,Richardson,75080,TX,METHODIST RICHARDSON MEDICAL CENTER,856,#00CED1
0.465130965,0.51747851,0.318051576,0.605157593,0.566762178,Birmingham,35235,AL,ST VINCENT'S EAST,857,#00CED1
0.465591064,0.592550143,0.55243553,0.506590258,0.315759312,Victoria,77901,TX,CITIZENS MEDICAL CENTER,858,#00CED1
0.465679419,0.049283668,0.506017192,0.771346705,0.016045845,South Bend,46601,IN,MEMORIAL HOSPITAL OF SOUTH BEND,859,#00CED1
0.465909775,0.915186246,0.779942693,0.571919771,0.705444126,Shreveport,71105,LA,CHRISTUS HEALTH SHREVEPORT - BOSSIER,860,#00CED1
0.465957129,0.831518625,0.367335244,0.052148997,0.557020057,Nassau Bay,77058,TX,HOUSTON METHODIST ST JOHN HOSPITAL,861,#00CED1
0.46625428,0.753581662,0.344412607,0.83495702,0.529512894,Middleburg Heights,44130,OH,SOUTHWEST GENERAL HEALTH CENTER,862,#00CED1
0.466703085,0.51747851,0.806876791,0.720916905,0.570773639,Columbus,43215,OH,GRANT MEDICAL CENTER,863,#00CED1
0.467682203,0.884813754,0.967908309,0.379369628,0.336389685,Bloomington,61701,IL,ST JOSEPH MEDICAL CENTER,864,#00CED1
0.467802731,0.640687679,0.20286533,0.665329513,0.560458453,Medford,97504,OR,ASANTE ROGUE REGIONAL MEDICAL CENTER,865,#00CED1
0.468174191,0.676217765,0.04469914,0.499140401,0.312320917,Chicago,60629,IL,HOLY CROSS HOSPITAL,866,#00CED1
0.468502022,0.099140401,0.140401146,0.042979943,0.869340974,Carrollton,75010,TX,BAYLOR MEDICAL CENTER AT CARROLLTON,867,#00CED1
0.468589987,0.561604585,0.164469914,0.123209169,0.72722063,Bessemer,35022,AL,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",868,#00CED1
0.468960045,0.553008596,0.084813754,0.306017192,0.276790831,Victorville,92395,CA,DESERT VALLEY HOSPITAL,869,#00CED1
0.469000107,0.915186246,0.746704871,0.673925501,0.052148997,Madison,53715,WI,MERITER HOSPITAL,870,#00CED1
0.469136138,0.13008596,0.084813754,0.359312321,0.240687679,Roseburg,97470,OR,MERCY MEDICAL CENTER,871,#00CED1
0.469510427,0.848137536,0.779942693,0.193123209,0.779942693,Derry,3038,NH,PARKLAND MEDICAL CENTER,872,#00CED1
0.471041367,0.547851003,0.476790831,0.007449857,0.332378223,Clovis,88101,NM,PLAINS REGIONAL MEDICAL CENTER,873,#00CED1
0.471144344,0.772492837,0.574212034,0.42234957,0.036103152,Anderson,46016,IN,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,874,#00CED1
0.47152208,0.298567335,0.856160458,0.319197708,0.314040115,Columbus,43228,OH,DOCTORS HOSPITAL,875,#00CED1
0.471731418,0.676217765,0.64469914,0.981661891,0.759885387,Columbus,43214,OH,RIVERSIDE METHODIST HOSPITAL,876,#00CED1
0.472121343,0.858452722,0.965616046,0.421776504,0.721489971,Dover,3820,NH,WENTWORTH-DOUGLASS HOSPITAL,877,#00CED1
0.473539019,0.676217765,0.64469914,0.728939828,0.697421203,Hershey,17033,PA,MILTON S HERSHEY MEDICAL CENTER,878,#00CED1
0.473694567,0.26991404,0.574212034,0.514613181,0.30487106,Irving,75061,TX,BAYLOR MEDICAL CENTER AT IRVING,879,#00CED1
0.473774072,0.877936963,0.732378223,0.017191977,0.37765043,Tarpon Springs,34689,FL,FLORIDA HOSPITAL NORTH PINELLAS,880,#00CED1
0.474895349,0.038968481,0.608022923,0.351289398,0.268194842,Des Moines,50316,IA,IOWA LUTHERAN HOSPITAL,881,#00CED1
0.47544192,0.26991404,0.732378223,0.302005731,0.578223496,Cocoa Beach,32931,FL,CAPE CANAVERAL HOSPITAL,882,#00CED1
0.47564029,0.395988539,0.64469914,0.256733524,0.608595989,Derby,6418,CT,GRIFFIN HOSPITAL,883,#00CED1
0.475888447,0.148997135,0.732378223,0.040687679,0.52034384,Fremont,68025,NE,FREMONT HEALTH MEDICAL CENTER,884,#00CED1
0.476826162,0.561604585,0.318051576,0.469340974,0.275071633,Kansas City,66112,KS,PROVIDENCE MEDICAL CENTER,885,#00CED1
0.47699665,0.51747851,0.435530086,0.951289398,0.227507163,Lansing,48912,MI,EDWARD W SPARROW HOSPITAL,886,#00CED1
0.477783215,0.753581662,0.746704871,0.93008596,0.347851003,Topeka,66604,KS,STORMONT-VAIL HEALTHCARE,887,#00CED1
0.477851917,0.712893983,0.107163324,0.544412607,0.946131805,Reston,20190,VA,RESTON HOSPITAL CENTER,888,#00CED1
0.478199684,0.800573066,0.506017192,0.526074499,0.276217765,Blue Island,60406,IL,METROSOUTH MEDICAL CENTER,889,#00CED1
0.47913687,0.436103152,0.318051576,0.680229226,0.310601719,Scranton,18510,PA,GEISINGER - COMMUNITY MEDICAL CENTER,890,#00CED1
0.479570234,0.898567335,0.712320917,0.214326648,0.362750716,Dickson,37055,TN,TRISTAR HORIZON MEDICAL CENTER,891,#00CED1
0.479764605,0.592550143,0.64469914,0.903724928,0.69512894,Indianapolis,46237,IN,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,892,#00CED1
0.480293429,0.898567335,0.806876791,0.61260745,0.150716332,Greeley,80631,CO,NORTH COLORADO MEDICAL CENTER,893,#00CED1
0.480413666,0.05730659,0.856160458,0.701432665,0.442979943,Lubbock,79416,TX,UNIVERSITY MEDICAL CENTER,894,#00CED1
0.480661457,0.049283668,0.164469914,0.85730659,0.583954155,Southaven,38671,MS,BAPTIST MEMORIAL HOSPITAL DESOTO,895,#00CED1
0.48135817,0.640687679,0.107163324,0.644126074,0.461891117,Kingston,12401,NY,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,896,#00CED1
0.481813826,0.350716332,0.994842407,0.155873926,0.376504298,Lincolnton,28092,NC,CAROLINAS HEALTHCARE SYSTEM LINCOLN,897,#00CED1
0.482427224,0.848137536,0.068194842,0.05730659,0.551289398,Troy,12180,NY,ST MARY'S HOSPITAL ( TROY ),898,#00CED1
0.484297862,0.241833811,0.881375358,0.173638968,0.608022923,Miamisburg,45342,OH,SYCAMORE MEDICAL CENTER,899,#00CED1
0.484496843,0.027507163,0.386819484,0.401146132,0.960458453,Brooklyn,11201,NY,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,900,#00CED1
0.484626106,0.13008596,0.140401146,0.838968481,0.525501433,Cape Coral,33990,FL,CAPE CORAL HOSPITAL,901,#00CED1
0.485006417,0.640687679,0.455014327,0.54269341,0.901432665,Kirkland,98034,WA,EVERGREEN HOSPITAL MEDICAL CENTER,902,#00CED1
0.485014794,0.05730659,0.476790831,0.878510029,0.176504298,Saint Paul,55101,MN,REGIONS HOSPITAL,903,#00CED1
0.485220081,0.592550143,0.344412607,0.252148997,0.460744986,Spokane Valley,99216,WA,VALLEY HOSPITAL,904,#00CED1
0.485397454,0.592550143,0.986246418,0.166189112,0.404584527,Calhoun,30701,GA,GORDON HOSPITAL,905,#00CED1
0.485933552,0.309455587,0.226361032,0.453295129,0.023495702,Pittsburgh,15219,PA,UPMC MERCY,906,#00CED1
0.486007512,0.085386819,0.870487106,0.590830946,0.077363897,Lake Charles,70601,LA,LAKE CHARLES MEMORIAL HOSPITAL,907,#00CED1
0.486150415,0.592550143,0.318051576,0.961031519,0.084240688,Hartford,6105,CT,ST FRANCIS HOSPITAL & MEDICAL CENTER,908,#00CED1
0.486227314,0.932951289,0.967908309,0.876217765,0.033237822,Cincinnati,45219,OH,CHRIST HOSPITAL,909,#00CED1
0.486340542,0.181088825,0.900859599,0.56217765,0.138681948,Wilson,27893,NC,WILSON MEDICAL CENTER,910,#00CED1
0.487086825,0.640687679,0.762750716,0.068194842,0.678510029,Decatur,76234,TX,WISE REGIONAL HEALTH SYSTEM,911,#00CED1
0.487626851,0.800573066,0.386819484,0.896848138,0.339255014,Greenville,29605,SC,GHS GREENVILLE MEMORIAL HOSPITAL,912,#00CED1
0.48822111,0.477363897,0.412034384,0.736962751,0.726647564,East Stroudsburg,18301,PA,POCONO MEDICAL CENTER,913,#00CED1
0.488963691,0.800573066,0.122636103,0.140401146,0.872206304,Goodyear,85395,AZ,ABRAZO WEST CAMPUS,914,#00CED1
0.489732784,0.898567335,0.732378223,0.126647564,0.125501433,Vidalia,30474,GA,MEADOWS REGIONAL MEDICAL CENTER,915,#00CED1
0.48977699,0.181088825,0.185673352,0.922636103,0.875071633,Boca Raton,33486,FL,BOCA RATON REGIONAL HOSPITAL,916,#00CED1
0.489901157,0.26991404,0.122636103,0.536962751,0,Augusta,30912,GA,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,917,#00CED1
0.490953798,0.994842407,0.625787966,0.560458453,0.504297994,Jacksonville,32216,FL,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,918,#00CED1
0.491075687,0.561604585,0.226361032,0.82234957,0,Iowa City,52242,IA,UNIVERSITY OF IOWA HOSPITAL & CLINICS,919,#00CED1
0.491255431,0.51747851,0.762750716,0.970200573,0.030372493,Shreveport,71103,LA,WILLIS KNIGHTON MEDICAL CENTER,920,#00CED1
0.491713338,0.395988539,0.140401146,0.112320917,0.041260745,Bronx,10457,NY,ST BARNABAS HOSPITAL,921,#00CED1
0.492321886,0.309455587,0.762750716,0.502578797,0.271633238,Morganton,28655,NC,CMC-BLUE RIDGE,922,#00CED1
0.493220351,0.592550143,0.476790831,0.92034384,0.709455587,Salem,1970,MA,NORTH SHORE MEDICAL CENTER,923,#00CED1
0.493481788,0.915186246,0.791404011,0.947277937,0.930659026,Park Ridge,60068,IL,ADVOCATE LUTHERAN GENERAL HOSPITAL,924,#00CED1
0.493570381,0.309455587,0.608022923,0.842979943,0.715186246,Coon Rapids,55433,MN,MERCY HOSPITAL,925,#00CED1
0.493639591,0.477363897,0.938681948,0.877363897,0.773065903,Norfolk,23507,VA,SENTARA NORFOLK GENERAL HOSPITAL,926,#00CED1
0.494108813,0.395988539,0.881375358,0.835530086,0.102578797,Wichita Falls,76301,TX,UNITED REGIONAL HEALTH CARE SYSTEM,927,#00CED1
0.494738199,0.831518625,0.293409742,0.680802292,0.11747851,Alexandria,71301,LA,CHRISTUS ST FRANCES CABRINI HOSPITAL,928,#00CED1
0.496050032,0.753581662,0.732378223,0.355873926,0.60974212,Hamilton,45013,OH,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,929,#00CED1
0.496085057,0.153581662,0.84469914,0.29226361,0,Seattle,98195,WA,UNIVERSITY OF WASHINGTON MEDICAL CTR,930,#00CED1
0.498662714,0.592550143,0.04469914,0.518051576,0.5747851,Midland,79701,TX,MIDLAND MEMORIAL HOSPITAL,931,#00CED1
0.4987472,0.753581662,0.084813754,0.311747851,0.067621777,Statesboro,30458,GA,EAST GEORGIA REGIONAL MEDICAL CENTER,932,#00CED1
0.498848281,0.592550143,0.64469914,0.575931232,0.27965616,Chicago,60617,IL,ADVOCATE TRINITY HOSPITAL,933,#00CED1
0.498898418,0.676217765,0.833237822,0.348424069,0.193123209,Texarkana,75501,TX,WADLEY REGIONAL MEDICAL CENTER,934,#00CED1
0.500095868,0.469340974,0.185673352,0.010315186,0.151862464,Huntsville,77340,TX,HUNTSVILLE MEMORIAL HOSPITAL,935,#00CED1
0.500213781,0.884813754,0.746704871,0.751862464,0.793123209,Providence,2906,RI,MIRIAM HOSPITAL,936,#00CED1
0.501199039,0.712893983,0.779942693,0.761604585,0.368481375,Rome,30165,GA,REDMOND REGIONAL MEDICAL CENTER,937,#00CED1
0.501203179,0.671060172,0.226361032,0.12034384,0.35243553,Palestine,75801,TX,PALESTINE REGIONAL MEDICAL CENTER,938,#00CED1
0.503790512,0.51747851,0.122636103,0.814326648,0.417765043,Maywood,60153,IL,LOYOLA UNIVERSITY MEDICAL CENTER,939,#00CED1
0.504375283,0.592550143,0.64469914,0.459598854,0.970773639,Flemington,8822,NJ,HUNTERDON MEDICAL CENTER,940,#00CED1
0.504447331,0.978223496,0.900859599,0.41260745,0.544985673,Sterling,61081,IL,CGH MEDICAL CENTER,941,#00CED1
0.505012717,0.712893983,0.84469914,0.417765043,0.753581662,Loveland,80538,CO,MEDICAL CENTER OF THE ROCKIES,942,#00CED1
0.506471063,0.747277937,0.293409742,0.061318052,0.496275072,Frankfort,40601,KY,FRANKFORT REGIONAL MEDICAL CENTER,943,#00CED1
0.506762514,0.561604585,0.476790831,0.907163324,0.033810888,San Antonio,78207,TX,CHRISTUS SANTA ROSA HOSPITAL,944,#00CED1
0.508163598,0.26991404,0.476790831,0.75243553,0.466475645,Rockford,61108,IL,SAINT ANTHONY MEDICAL CENTER,945,#00CED1
0.508288327,0.561604585,0.084813754,0.343266476,0.704297994,Las Cruces,88011,NM,MEMORIAL MEDICAL CENTER INC,946,#00CED1
0.50831533,0.181088825,0.000573066,0.484240688,0.948997135,East Meadow,11554,NY,NASSAU UNIVERSITY MEDICAL CENTER,947,#00CED1
0.508316505,0.848137536,0.67965616,0.096848138,0.814326648,Bolingbrook,60440,IL,ADVENTIST BOLINGBROOK HOSPITAL,948,#00CED1
0.50847069,0.831518625,0.608022923,0.99025788,0.118624642,New York,10029,NY,MOUNT SINAI HOSPITAL,949,#00CED1
0.50899989,0.640687679,0.367335244,0.641833811,0.212034384,Rockford,61103,IL,ROCKFORD MEMORIAL HOSPITAL,950,#00CED1
0.509097754,0.254441261,0.534097421,0.147277937,0.734097421,Glendale Heights,60139,IL,ADVENTIST GLENOAKS,951,#00CED1
0.51045109,0.712893983,0.140401146,0.850429799,0.046991404,Syracuse,13210,NY,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,952,#00CED1
0.510930087,0.964469914,0.226361032,0.797707736,0.049856734,Harvey,60426,IL,INGALLS MEMORIAL HOSPITAL,953,#00CED1
0.511260572,0.703724928,0.007449857,0.500859599,0.122063037,Hollywood,90028,CA,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,954,#00CED1
0.513278675,0.592550143,0.991404011,0.02234957,0.848710602,Melbourne,32940,FL,VIERA HOSPITAL,955,#00CED1
0.514475377,0.898567335,0.04469914,0.299140401,0.475644699,Chicago,60640,IL,LOUIS A WEISS MEMORIAL HOSPITAL,956,#00CED1
0.515200567,0.800573066,0.367335244,0.620630372,0.8252149,Cape May Court House,8210,NJ,CAPE REGIONAL MEDICAL CENTER INC,957,#00CED1
0.515332631,0.592550143,0.271060172,0.251575931,0.909455587,Southampton,11968,NY,SOUTHAMPTON HOSPITAL,958,#00CED1
0.51551788,0.800573066,0.534097421,0.973065903,0.112320917,Fort Myers,33901,FL,LEE MEMORIAL HOSPITAL,959,#00CED1
0.515755912,0.772492837,0.068194842,0.288825215,0.068194842,Brooklyn,11212,NY,BROOKDALE HOSPITAL MEDICAL CENTER,960,#00CED1
0.516094798,0.181088825,0.271060172,0.093982808,0.538681948,Coral Springs,33065,FL,BROWARD HEALTH CORAL SPRINGS,961,#00CED1
0.516143261,0.10487106,0.967908309,0.056733524,0.175358166,Galesburg,61401,IL,ST MARY MEDICAL CENTER,962,#00CED1
0.516338628,0.049283668,0.140401146,0.538108883,0.045845272,Flint,48503,MI,HURLEY MEDICAL CENTER,963,#00CED1
0.516598496,0.800573066,0.293409742,0.440114613,0.769627507,Pittsburgh,15215,PA,UPMC ST MARGARET,964,#00CED1
0.519235914,0.298567335,0.534097421,0.485386819,0.652148997,Fridley,55432,MN,UNITY HOSPITAL,965,#00CED1
0.519556215,0.364469914,0.806876791,0.935816619,0.831518625,Charlotte,28203,NC,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,966,#00CED1
0.520451257,0.436103152,0.67965616,0.590830946,0.826361032,Pittsburgh,15237,PA,UPMC PASSAVANT,967,#00CED1
0.520491906,0.944412607,0.185673352,0.100859599,0.864756447,Sherman Oaks,91403,CA,SHERMAN OAKS HOSPITAL,968,#00CED1
0.520606228,0.666475645,0.20286533,0.010888252,0.523782235,Massillon,44646,OH,AFFINITY MEDICAL CENTER,969,#00CED1
0.52115561,0.221203438,0.870487106,0.774212034,0.075071633,Pensacola,32501,FL,BAPTIST HOSPITAL,970,#00CED1
0.522456926,0.884813754,0.625787966,0.956446991,0.170200573,Gainesville,30501,GA,"NORTHEAST GEORGIA MEDICAL CENTER, INC",971,#00CED1
0.522904587,0.364469914,0.664756447,0.341547278,0.349570201,Deerfield Beach,33064,FL,BROWARD HEALTH NORTH,972,#00CED1
0.523522993,0.309455587,0.534097421,0.546131805,0.620057307,Seattle,98133,WA,NORTHWEST HOSPITAL,973,#00CED1
0.524259607,0.712893983,0.55243553,0.40974212,0.704297994,Las Cruces,88011,NM,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,974,#00CED1
0.524298255,0.469340974,0.476790831,0.115186246,0.343839542,Hartsville,29550,SC,CAROLINA PINES REGIONAL MEDICAL CENTER,975,#00CED1
0.525303177,0.712893983,0.122636103,0.953008596,0.372492837,Ocala,34474,FL,MUNROE REGIONAL MEDICAL CENTER,976,#00CED1
0.525802142,0.772492837,0.938681948,0.103151862,0.64469914,Destin,32550,FL,SACRED HEART HOSPITAL ON THE EMERALD COAST,977,#00CED1
0.525834715,0.364469914,0.608022923,0.911174785,0.086532951,Des Moines,50309,IA,IOWA METHODIST MEDICAL CENTER,978,#00CED1
0.527107819,0.395988539,0.344412607,0.618338109,0.220057307,Hazard,41701,KY,HAZARD ARH REGIONAL MEDICAL CENTER,979,#00CED1
0.527545578,0.161031519,0.994269341,0.608022923,0.166762178,Corinth,38834,MS,MAGNOLIA REGIONAL HEALTH CENTER,980,#00CED1
0.527907294,0.038968481,0.833237822,0.416618911,0.597707736,Lafayette,47905,IN,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST,981,#00CED1
0.529242361,0.181088825,0.856160458,0.961604585,0.448137536,Raleigh,27610,NC,"WAKEMED, RALEIGH CAMPUS",982,#00CED1
0.529625368,0.395988539,0.084813754,0.334670487,0.693982808,Mount Vernon,98274,WA,SKAGIT VALLEY HOSPITAL,983,#00CED1
0.529733395,0.950716332,0.963323782,0.650429799,0.851002865,La Grange,60525,IL,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,984,#00CED1
0.529939285,0.505444126,0.986246418,0.090544413,0.673352436,Janesville,53546,WI,ST MARYS JANESVILLE HOSPITAL,985,#00CED1
0.531416662,0.364469914,0.881375358,0.785673352,0.203438395,Abilene,79601,TX,HENDRICK MEDICAL CENTER,986,#00CED1
0.533228525,0.309455587,0.271060172,0.446991404,0.784527221,Glen Cove,11542,NY,GLEN COVE HOSPITAL,987,#00CED1
0.533358978,0.395988539,0.056160458,0.75530086,0.206303725,Inverness,34452,FL,CITRUS MEMORIAL HOSPITAL,988,#00CED1
0.533957562,0.477363897,0.164469914,0.606876791,0.230945559,Pittsburgh,15212,PA,ALLEGHENY GENERAL HOSPITAL,989,#00CED1
0.534037071,0.51747851,0.476790831,0.034383954,0.845845272,Wailuku,96793,HI,MAUI MEMORIAL MEDICAL CENTER,990,#00CED1
0.534047014,0.712893983,0.608022923,0.68252149,0.087679083,Dallas,75237,TX,METHODIST CHARLTON MEDICAL CENTER,991,#00CED1
0.534248753,0.592550143,0.965616046,0.34269341,0.93982808,Carmel,10512,NY,PUTNAM HOSPITAL CENTER,992,#00CED1
0.534456316,0.676217765,0.412034384,0.238968481,0.53008596,La Porte,46350,IN,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,993,#00CED1
0.53463747,0.676217765,0.891690544,0.581661891,0.998853868,Hinsdale,60521,IL,HINSDALE HOSPITAL,994,#00CED1
0.537028838,0.703724928,0.318051576,0.314613181,0.305444126,Oklahoma City,73112,OK,DEACONESS HOSPITAL,995,#00CED1
0.537172871,0.747277937,0.67965616,0.246418338,0.140974212,Hialeah,33012,FL,PALM SPRINGS GENERAL HOSPITAL,996,#00CED1
0.537847779,0.932951289,0.55243553,0.810315186,0.687679083,Safety Harbor,34695,FL,MEASE COUNTRYSIDE HOSPITAL,997,#00CED1
0.538332201,0.666475645,0.506017192,0.59025788,0.692836676,Arlington,76012,TX,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,998,#00CED1
0.539143544,0.05730659,0.84469914,0.09226361,0.801719198,Blue Springs,64014,MO,ST MARY'S MEDICAL CENTER,999,#00CED1
0.539571985,0.181088825,0.762750716,0.718624642,0.656733524,Edinburg,78539,TX,DOCTORS HOSPITAL AT RENAISSANCE,1000,#00CED1
0.540187581,0.00974212,0.55243553,0.20286533,0.271060172,Centralia,98531,WA,PROVIDENCE CENTRALIA HOSPITAL,1001,#00CED1
0.540256285,0.05730659,0.699140401,0.909455587,0.836676218,Arlington Heights,60005,IL,NORTHWEST COMMUNITY HOSPITAL 1,1002,#00CED1
0.540301927,0.800573066,0.122636103,0.629226361,0.95530086,Bronxville,10708,NY,LAWRENCE HOSPITAL CENTER,1003,#00CED1
0.540959075,0.753581662,0.712320917,0.664756447,0.157593123,Cincinnati,45220,OH,GOOD SAMARITAN HOSPITAL,1004,#00CED1
0.541570912,0.108309456,0.140401146,0.974212034,0.029226361,Wichita,67214,KS,"VIA CHRISTI HOSPITALS WICHITA, INC",1005,#00CED1
0.541947789,0.964469914,0.699140401,0.971919771,0.690544413,Oak Lawn,60453,IL,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,1006,#00CED1
0.542351133,0.153581662,0.951862464,0.287679083,0.877936963,Lansdale,19446,PA,LANSDALE HOSPITAL,1007,#00CED1
0.543708864,0.13008596,0.762750716,0.573638968,0.579942693,Bedford,76022,TX,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,1008,#00CED1
0.544190495,0.753581662,0.318051576,0.931232092,0.326647564,Flushing,11355,NY,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,1009,#00CED1
0.544261973,0.13008596,0.386819484,0.76504298,0.569054441,Tallahassee,32308,FL,TALLAHASSEE MEMORIAL HOSPITAL,1010,#00CED1
0.545016548,0.74269341,0.455014327,0.121489971,0.13008596,Walterboro,29488,SC,COLLETON MEDICAL CENTER,1011,#00CED1
0.545139184,0.991404011,0.589111748,0.078510029,0.180515759,Kingsport,37660,TN,INDIAN PATH MEDICAL CENTER,1012,#00CED1
0.546361301,0.26991404,0.55243553,0.622922636,0.143266476,Macon,31217,GA,COLISEUM MEDICAL CENTERS,1013,#00CED1
0.546812948,0.241833811,0.589111748,0.291117479,0.461318052,Sanford,27330,NC,CENTRAL CAROLINA HOSPITAL,1014,#00CED1
0.547708311,0.981088825,0.367335244,0.989111748,0.80286533,Evanston,60201,IL,EVANSTON HOSPITAL,1015,#00CED1
0.547777819,0.436103152,0.386819484,0.541547278,0.02234957,Atlanta,30303,GA,GRADY MEMORIAL HOSPITAL,1016,#00CED1
0.548896462,0.553008596,0.913467049,0.250429799,0.828080229,Omaha,68122,NE,CHI HEALTH IMMANUEL,1017,#00CED1
0.549554903,0.848137536,0.779942693,0.128366762,0.358166189,New Iberia,70560,LA,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,1018,#00CED1
0.549932709,0.592550143,0.506017192,0.081948424,0.563896848,Pekin,61554,IL,PEKIN MEMORIAL HOSPITAL,1019,#00CED1
0.549944298,0.671060172,0.000573066,0.00286533,0.162750716,Washington,20032,DC,UNITED MEDICAL CENTER,1020,#00CED1
0.550046741,0.309455587,0.344412607,0.363323782,0.57765043,Gallatin,37066,TN,SUMNER REGIONAL MEDICAL CENTER,1021,#00CED1
0.550307186,0.13008596,0.67965616,0.104297994,0.181661891,Harlingen,78550,TX,HARLINGEN MEDICAL CENTER,1022,#00CED1
0.55037529,0.459025788,0.967908309,0.669340974,0,Dallas,75390,TX,UT SOUTHWESTERN UNIVERSITY HOSPITAL ST PAUL,1023,#00CED1
0.550640668,0.395988539,0.476790831,0.604584527,0.076790831,Dallas,75203,TX,METHODIST DALLAS MEDICAL CENTER,1024,#00CED1
0.551908686,0.085386819,0.122636103,0.314040115,0.259598854,Yakima,98902,WA,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,1025,#00CED1
0.552338814,0.640687679,0.534097421,0.531805158,0.269340974,Amarillo,79106,TX,NORTHWEST TEXAS HOSPITAL,1026,#00CED1
0.553427111,0.561604585,0.293409742,0.718051576,0.728939828,Covina,91723,CA,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,1027,#00CED1
0.55348458,0.10487106,0.762750716,0.071633238,0.112893983,Sylacauga,35150,AL,COOSA VALLEY MEDICAL CENTER,1028,#00CED1
0.554058834,0.364469914,0.344412607,0.848137536,0.49512894,Saint Paul,55102,MN,UNITED HOSPITAL,1029,#00CED1
0.554953607,0.364469914,0.251575931,0.341547278,0.855587393,Edmonds,98026,WA,SWEDISH EDMONDS HOSPITAL,1030,#00CED1
0.555087433,0.640687679,0.293409742,0.99713467,0.013180516,Louisville,40202,KY,NORTON HOSPITAL/NORTON MEDICAL PAVILIONS/KOSAIR CH,1031,#00CED1
0.556171456,0.395988539,0.608022923,0.170200573,0.502005731,Dunedin,34698,FL,MEASE DUNEDIN HOSPITAL,1032,#00CED1
0.556228715,0.085386819,0.55243553,0.649283668,0.806876791,Carson City,89703,NV,CARSON TAHOE REGIONAL MEDICAL CENTER,1033,#00CED1
0.556450528,0.108309456,0.476790831,0.851575931,0.594269341,Vancouver,98664,WA,PEACEHEALTH SOUTHWEST MEDICAL CENTER,1034,#00CED1
0.556640093,0.241833811,0.938681948,0.233810888,0.321489971,Rolla,65401,MO,PHELPS COUNTY REGIONAL MEDICAL CENTER,1035,#00CED1
0.556911879,0.26991404,0.934097421,0.675071633,0.067048711,Greenwood,29646,SC,SELF REGIONAL HEALTHCARE,1036,#00CED1
0.557238157,0.26991404,0.64469914,0.900859599,0.23782235,Clearwater,33756,FL,MORTON PLANT HOSPITAL,1037,#00CED1
0.557446046,0.108309456,0.779942693,0.735243553,0.785673352,Evergreen Park,60805,IL,LITTLE COMPANY OF MARY HOSPITAL,1038,#00CED1
