Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,ZIP,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
47042271,7/31/2020 18:38,7/31/2020 19:58,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,7/31/2020 23:58,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47042488,7/31/2020 18:38,7/31/2020 19:59,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,7/31/2020 23:59,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47051376,7/31/2020 18:38,7/31/2020 19:59,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,7/31/2020 23:59,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47042316,7/31/2020 18:38,7/31/2020 19:59,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:00,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47046790,7/31/2020 18:39,7/31/2020 20:00,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:00,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47042466,7/31/2020 18:39,7/31/2020 20:01,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:01,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47042274,7/31/2020 18:40,7/31/2020 20:01,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:01,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47048650,7/31/2020 18:41,7/31/2020 20:02,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:02,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47050040,7/31/2020 18:41,7/31/2020 20:02,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:02,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47042315,7/31/2020 18:41,7/31/2020 20:03,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:03,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47047454,7/31/2020 18:41,7/31/2020 18:41,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11385,1638 NORMAN STREET,NORMAN STREET,,,,,ADDRESS,Ridgewood,,N/A,Open,,Your Service Request has been submitted to the Department of Buildings. Please check back later for status.,7/31/2020 0:00,05 QUEENS,4035540029,QUEENS,"1,011,319","192,849",UNKNOWN,Unspecified,QUEENS,,,,,,,,40.6959613,-73.9023828,"(40.6959613, -73.9023828)"
47048594,7/31/2020 18:41,7/31/2020 20:04,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:04,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47041103,7/31/2020 18:42,7/31/2020 20:04,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:04,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47051449,7/31/2020 18:42,7/31/2020 20:05,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:05,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47045601,7/31/2020 18:43,7/31/2020 20:06,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:06,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47045439,7/31/2020 18:43,7/31/2020 20:06,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:07,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47042583,7/31/2020 18:44,7/31/2020 20:07,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:07,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47043804,7/31/2020 18:44,7/31/2020 19:48,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,7/31/2020 23:49,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47049883,7/31/2020 18:44,7/31/2020 20:08,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:08,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47047110,7/31/2020 18:45,7/31/2020 20:08,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:08,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47046816,7/31/2020 18:45,7/31/2020 20:09,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:09,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47051439,7/31/2020 18:45,7/31/2020 20:09,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:09,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47046928,7/31/2020 18:45,7/31/2020 20:10,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:10,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47046801,7/31/2020 18:45,7/31/2020 20:11,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:11,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47051366,7/31/2020 18:46,7/31/2020 20:11,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:11,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47045304,7/31/2020 18:46,7/31/2020 20:12,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:12,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47046819,7/31/2020 18:46,7/31/2020 20:12,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:12,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47042591,7/31/2020 18:46,7/31/2020 20:13,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:13,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47051448,7/31/2020 18:47,7/31/2020 20:13,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:13,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47042582,7/31/2020 18:47,7/31/2020 20:14,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:14,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47044051,7/31/2020 18:47,7/31/2020 20:14,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:14,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47045313,7/31/2020 18:48,7/31/2020 20:15,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:15,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47045320,7/31/2020 18:48,7/31/2020 20:15,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:15,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47040907,7/31/2020 18:48,7/31/2020 20:16,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:16,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47049875,7/31/2020 18:48,7/31/2020 20:16,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:16,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47045312,7/31/2020 18:49,7/31/2020 20:17,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:17,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47048363,7/31/2020 18:49,7/31/2020 20:17,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:17,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47042453,7/31/2020 18:49,7/31/2020 20:18,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:18,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47040903,7/31/2020 18:50,7/31/2020 20:18,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:18,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47048424,7/31/2020 18:50,7/31/2020 18:52,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:52,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47046818,7/31/2020 18:51,7/31/2020 20:19,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:19,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47045339,7/31/2020 18:51,7/31/2020 20:19,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:19,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47048350,7/31/2020 18:51,7/31/2020 20:20,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:20,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47050141,7/31/2020 18:51,7/31/2020 20:20,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:20,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47040769,7/31/2020 18:51,7/31/2020 18:53,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:53,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47051547,7/31/2020 18:52,7/31/2020 20:26,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:26,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47040785,7/31/2020 18:52,7/31/2020 18:54,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:54,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47048649,7/31/2020 18:52,7/31/2020 18:54,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:54,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47048627,7/31/2020 18:54,7/31/2020 20:27,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,8/1/2020 0:27,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
