type,risk,maptype,mapping
diagnosis,4,primary,"Pain in joint, pelvic region and thigh"
diagnosis,4,primary,"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,4,primary,Unspecified sleep apnea
diagnosis,4,primary,"Major depressive affective disorder, single episode, unspecified"
diagnosis,4,primary,Overweight
diagnosis,4,primary,Routine infant or child health check
diagnosis,4,primary,"Acute sinusitis, unspecified"
diagnosis,4,primary,Shortness of breath
diagnosis,4,primary,"Bronchitis, not specified as acute or chronic"
diagnosis,4,primary,Cellulitis and abscess of unspecified sites
diagnosis,4,primary,Disturbance of skin sensation
diagnosis,4,primary,"Pneumonia, organism unspecified"
diagnosis,4,primary,Unspecified disorder of skin and subcutaneous tissue
diagnosis,4,primary,"Congestive heart failure, unspecified"
diagnosis,4,primary,Chronic hepatitis C without mention of hepatic coma
diagnosis,4,primary,Posttraumatic stress disorder
diagnosis,4,primary,Pure hypercholesterolemia
diagnosis,5,primary,Other and unspecified hyperlipidemia
diagnosis,5,primary,Benign essential hypertension
diagnosis,5,primary,Unspecified essential hypertension
diagnosis,5,primary,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
diagnosis,5,primary,Influenza
diagnosis,5,primary,Dental examination
diagnosis,5,primary,"Depressive disorder, not elsewhere classified"
diagnosis,5,primary,Malignant essential hypertension
diagnosis,5,primary,Acute upper respiratory infections of unspecified site
diagnosis,5,primary,Esophageal reflux
diagnosis,5,primary,"Obesity, unspecified"
diagnosis,5,primary,Cough
diagnosis,5,primary,Lumbago
diagnosis,5,primary,Pain in limb
diagnosis,5,primary,Tobacco use disorder
diagnosis,5,primary,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled"
diagnosis,5,primary,Routine general medical examination at a health care facility
diagnosis,5,primary,"Diphtheria-tetanus-pertussis, combined [DTP] [DTaP]"
diagnosis,5,primary,Colon
diagnosis,5,primary,Edema
diagnosis,5,primary,"Allergic rhinitis, cause unspecified"
diagnosis,5,primary,"Chronic kidney disease, Stage III (moderate)"
diagnosis,5,primary,"Pain in joint, lower leg"
diagnosis,5,primary,"Anxiety state, unspecified"
diagnosis,5,primary,Other malaise and fatigue
diagnosis,5,primary,"Chronic kidney disease, unspecified"
diagnosis,5,primary,"Anemia, unspecified"
diagnosis,5,primary,Unspecified vitamin D deficiency
diagnosis,5,primary,"Urinary tract infection, site not specified"
diagnosis,5,primary,"Insomnia, unspecified"
diagnosis,5,primary,"Asthma, unspecified type, unspecified"
diagnosis,5,primary,"Backache, unspecified"
diagnosis,5,primary,Rash and other nonspecific skin eruption
diagnosis,5,primary,"Chest pain, unspecified"
diagnosis,5,primary,"Chronic airway obstruction, not elsewhere classified"
diagnosis,5,primary,"Constipation, unspecified"
diagnosis,5,primary,"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,5,primary,"Pain in joint, shoulder region"
diagnosis,5,primary,Streptococcus pneumoniae [pneumococcus]
diagnosis,5,primary,"Abdominal pain, unspecified site"
diagnosis,5,primary,Routine gynecological examination
diagnosis,5,primary,Dizziness and giddiness
diagnosis,5,primary,Headache
diagnosis,5,primary,Mixed hyperlipidemia
diagnosis,5,primary,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,5,primary,Acute bronchitis
diagnosis,5,primary,Unspecified single disease
diagnosis,5,primary,Unspecified acquired hypothyroidism
diagnosis,5,primary,Long-term (current) use of other medications
diagnosis,5,primary,"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,5,primary,Diarrhea
diagnosis,5,primary,Routine infant or child health check
diagnosis,5,primary,Dysuria
diagnosis,5,primary,Other chronic pain
diagnosis,5,primary,"Congestive heart failure, unspecified"
diagnosis,5,primary,Acute pharyngitis
diagnosis,5,primary,"Contact dermatitis and other eczema, unspecified cause"
diagnosis,5,primary,Morbid obesity
diagnosis,5,primary,"Pain in joint, pelvic region and thigh"
diagnosis,5,primary,Other specified counseling
diagnosis,5,primary,Cervicalgia
diagnosis,5,primary,Unspecified sleep apnea
diagnosis,5,primary,"Pneumonia, organism unspecified"
diagnosis,5,primary,"Breast screening, unspecified"
diagnosis,5,primary,Chronic pain syndrome
diagnosis,5,primary,Other abnormal glucose
diagnosis,5,primary,Shortness of breath
diagnosis,5,primary,Cellulitis and abscess of unspecified sites
diagnosis,5,primary,Overweight
diagnosis,5,primary,Long-term (current) use of insulin
diagnosis,5,primary,Other respiratory abnormalities
diagnosis,5,primary,Other abnormal blood chemistry
diagnosis,5,primary,"Major depressive affective disorder, single episode, unspecified"
diagnosis,5,primary,Impacted cerumen
diagnosis,5,primary,Obstructive sleep apnea (adult)(pediatric)
diagnosis,5,primary,"Acute sinusitis, unspecified"
diagnosis,5,primary,Unspecified disorder of kidney and ureter
diagnosis,5,primary,"Urinary incontinence, unspecified"
diagnosis,6,primary,Benign essential hypertension
diagnosis,6,primary,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
diagnosis,6,primary,Other and unspecified hyperlipidemia
diagnosis,6,primary,Unspecified essential hypertension
diagnosis,6,primary,Influenza
diagnosis,6,primary,"Depressive disorder, not elsewhere classified"
diagnosis,6,primary,Dental examination
diagnosis,6,primary,Malignant essential hypertension
diagnosis,6,primary,Esophageal reflux
diagnosis,6,primary,Cough
diagnosis,6,primary,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled"
diagnosis,6,primary,Acute upper respiratory infections of unspecified site
diagnosis,6,primary,Lumbago
diagnosis,6,primary,Pain in limb
diagnosis,6,primary,"Obesity, unspecified"
diagnosis,6,primary,Tobacco use disorder
diagnosis,6,primary,"Chronic kidney disease, Stage III (moderate)"
diagnosis,6,primary,"Diphtheria-tetanus-pertussis, combined [DTP] [DTaP]"
diagnosis,6,primary,Colon
diagnosis,6,primary,Edema
diagnosis,6,primary,Routine general medical examination at a health care facility
diagnosis,6,primary,"Anemia, unspecified"
diagnosis,6,primary,Other malaise and fatigue
diagnosis,6,primary,"Chronic kidney disease, unspecified"
diagnosis,6,primary,"Allergic rhinitis, cause unspecified"
diagnosis,6,primary,"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,6,primary,"Pain in joint, lower leg"
diagnosis,6,primary,Unspecified vitamin D deficiency
diagnosis,6,primary,"Insomnia, unspecified"
diagnosis,6,primary,"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,6,primary,"Chest pain, unspecified"
diagnosis,6,primary,"Chronic airway obstruction, not elsewhere classified"
diagnosis,6,primary,"Anxiety state, unspecified"
diagnosis,6,primary,Rash and other nonspecific skin eruption
diagnosis,6,primary,"Urinary tract infection, site not specified"
diagnosis,6,primary,"Backache, unspecified"
diagnosis,6,primary,"Constipation, unspecified"
diagnosis,6,primary,Streptococcus pneumoniae [pneumococcus]
diagnosis,6,primary,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,6,primary,Diarrhea
diagnosis,6,primary,"Asthma, unspecified type, unspecified"
diagnosis,6,primary,Long-term (current) use of other medications
diagnosis,6,primary,"Pain in joint, shoulder region"
diagnosis,6,primary,"Congestive heart failure, unspecified"
diagnosis,6,primary,Acute bronchitis
diagnosis,6,primary,Mixed hyperlipidemia
diagnosis,6,primary,"Abdominal pain, unspecified site"
diagnosis,6,primary,Dizziness and giddiness
diagnosis,6,primary,"Contact dermatitis and other eczema, unspecified cause"
diagnosis,6,primary,Dysuria
diagnosis,6,primary,Unspecified single disease
diagnosis,6,primary,Other chronic pain
diagnosis,6,primary,Long-term (current) use of insulin
diagnosis,6,primary,Routine gynecological examination
diagnosis,6,primary,Headache
diagnosis,6,primary,Unspecified acquired hypothyroidism
diagnosis,6,primary,"Pneumonia, organism unspecified"
diagnosis,6,primary,Unspecified sleep apnea
diagnosis,6,primary,Shortness of breath
diagnosis,6,primary,Morbid obesity
diagnosis,6,primary,Cervicalgia
diagnosis,6,primary,Other specified counseling
diagnosis,6,primary,"Pain in joint, pelvic region and thigh"
diagnosis,6,primary,Chronic pain syndrome
diagnosis,6,primary,Cellulitis and abscess of unspecified sites
diagnosis,6,primary,Other abnormal blood chemistry
diagnosis,6,primary,Obstructive sleep apnea (adult)(pediatric)
diagnosis,6,primary,"Major depressive affective disorder, single episode, unspecified"
diagnosis,6,primary,"Coronary atherosclerosis of unspecified type of vessel, native or graft"
diagnosis,6,primary,Polyneuropathy in diabetes
diagnosis,6,primary,Unspecified disorder of kidney and ureter
diagnosis,6,primary,Unspecified disorder of skin and subcutaneous tissue
diagnosis,6,primary,"Breast screening, unspecified"
diagnosis,6,primary,Other abnormal glucose
diagnosis,6,primary,"Diabetes with ophthalmic manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,6,primary,"Urinary incontinence, unspecified"
diagnosis,6,primary,Routine infant or child health check
diagnosis,6,primary,Acute pharyngitis
diagnosis,7,primary,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
diagnosis,7,primary,Benign essential hypertension
diagnosis,7,primary,Other and unspecified hyperlipidemia
diagnosis,7,primary,Influenza
diagnosis,7,primary,Unspecified essential hypertension
diagnosis,7,primary,"Depressive disorder, not elsewhere classified"
diagnosis,7,primary,Cough
diagnosis,7,primary,Dental examination
diagnosis,7,primary,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled"
diagnosis,7,primary,Acute upper respiratory infections of unspecified site
diagnosis,7,primary,Malignant essential hypertension
diagnosis,7,primary,Pain in limb
diagnosis,7,primary,"Obesity, unspecified"
diagnosis,7,primary,Esophageal reflux
diagnosis,7,primary,Lumbago
diagnosis,7,primary,"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,7,primary,"Chronic kidney disease, Stage III (moderate)"
diagnosis,7,primary,Edema
diagnosis,7,primary,"Anemia, unspecified"
diagnosis,7,primary,Tobacco use disorder
diagnosis,7,primary,"Chronic kidney disease, unspecified"
diagnosis,7,primary,"Diphtheria-tetanus-pertussis, combined [DTP] [DTaP]"
diagnosis,7,primary,Colon
diagnosis,7,primary,"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,7,primary,Other malaise and fatigue
diagnosis,7,primary,"Urinary tract infection, site not specified"
diagnosis,7,primary,"Backache, unspecified"
diagnosis,7,primary,Routine general medical examination at a health care facility
diagnosis,7,primary,"Insomnia, unspecified"
diagnosis,7,primary,"Constipation, unspecified"
diagnosis,7,primary,Acute bronchitis
diagnosis,7,primary,"Allergic rhinitis, cause unspecified"
diagnosis,7,primary,"Pain in joint, lower leg"
diagnosis,7,primary,Rash and other nonspecific skin eruption
diagnosis,7,primary,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,7,primary,"Anxiety state, unspecified"
diagnosis,7,primary,"Congestive heart failure, unspecified"
diagnosis,7,primary,"Pain in joint, shoulder region"
diagnosis,7,primary,"Chronic airway obstruction, not elsewhere classified"
diagnosis,7,primary,Unspecified vitamin D deficiency
diagnosis,7,primary,Streptococcus pneumoniae [pneumococcus]
diagnosis,7,primary,Dysuria
diagnosis,7,primary,Diarrhea
diagnosis,7,primary,"Chest pain, unspecified"
diagnosis,7,primary,Long-term (current) use of insulin
diagnosis,7,primary,"Abdominal pain, unspecified site"
diagnosis,7,primary,"Asthma, unspecified type, unspecified"
diagnosis,7,primary,Shortness of breath
diagnosis,7,primary,"Pneumonia, organism unspecified"
diagnosis,7,primary,Unspecified sleep apnea
diagnosis,7,primary,Cellulitis and abscess of unspecified sites
diagnosis,7,primary,"Contact dermatitis and other eczema, unspecified cause"
diagnosis,7,primary,Polyneuropathy in diabetes
diagnosis,7,primary,Long-term (current) use of other medications
diagnosis,7,primary,Morbid obesity
diagnosis,7,primary,Other chronic pain
diagnosis,7,primary,Dizziness and giddiness
diagnosis,7,primary,Unspecified acquired hypothyroidism
diagnosis,7,primary,Headache
diagnosis,7,primary,Routine gynecological examination
diagnosis,7,primary,Unspecified single disease
diagnosis,7,primary,Mixed hyperlipidemia
diagnosis,7,primary,Chronic pain syndrome
diagnosis,7,primary,Obstructive sleep apnea (adult)(pediatric)
diagnosis,7,primary,"Major depressive affective disorder, single episode, unspecified"
diagnosis,7,primary,Unspecified disorder of kidney and ureter
diagnosis,7,primary,Cervicalgia
diagnosis,7,primary,"Pain in joint, pelvic region and thigh"
diagnosis,7,primary,"Diabetes with ophthalmic manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,7,primary,"Bronchitis, not specified as acute or chronic"
diagnosis,7,primary,Other specified counseling
diagnosis,7,primary,Hyperpotassemia
diagnosis,7,primary,Routine infant or child health check
diagnosis,7,primary,Other respiratory abnormalities
diagnosis,7,primary,"Diabetes with renal manifestations, type II or unspecified type, uncontrolled"
diagnosis,7,primary,"Coronary atherosclerosis of unspecified type of vessel, native or graft"
diagnosis,7,primary,Acute pharyngitis
diagnosis,7,primary,Unspecified disorder of skin and subcutaneous tissue
diagnosis,7,primary,"Gout, unspecified"
diagnosis,8,primary,Influenza
diagnosis,8,primary,Other and unspecified hyperlipidemia
diagnosis,8,primary,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
diagnosis,8,primary,Benign essential hypertension
diagnosis,8,primary,Unspecified essential hypertension
diagnosis,8,primary,Dental examination
diagnosis,8,primary,Acute upper respiratory infections of unspecified site
diagnosis,8,primary,Cough
diagnosis,8,primary,"Depressive disorder, not elsewhere classified"
diagnosis,8,primary,Pain in limb
diagnosis,8,primary,"Obesity, unspecified"
diagnosis,8,primary,Edema
diagnosis,8,primary,Esophageal reflux
diagnosis,8,primary,"Anemia, unspecified"
diagnosis,8,primary,Lumbago
diagnosis,8,primary,"Diphtheria-tetanus-pertussis, combined [DTP] [DTaP]"
diagnosis,8,primary,Tobacco use disorder
diagnosis,8,primary,Malignant essential hypertension
diagnosis,8,primary,"Allergic rhinitis, cause unspecified"
diagnosis,8,primary,Other malaise and fatigue
diagnosis,8,primary,Routine infant or child health check
diagnosis,8,primary,Routine general medical examination at a health care facility
diagnosis,8,primary,"Constipation, unspecified"
diagnosis,8,primary,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled"
diagnosis,8,primary,Rash and other nonspecific skin eruption
diagnosis,8,primary,Colon
diagnosis,8,primary,"Chronic airway obstruction, not elsewhere classified"
diagnosis,8,primary,"Chronic kidney disease, unspecified"
diagnosis,8,primary,"Pain in joint, lower leg"
diagnosis,8,primary,"Urinary tract infection, site not specified"
diagnosis,8,primary,"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,8,primary,"Chest pain, unspecified"
diagnosis,8,primary,Unspecified vitamin D deficiency
diagnosis,8,primary,"Chronic kidney disease, Stage III (moderate)"
diagnosis,8,primary,"Anxiety state, unspecified"
diagnosis,8,primary,Diarrhea
diagnosis,8,primary,"Insomnia, unspecified"
diagnosis,8,primary,Acute bronchitis
diagnosis,8,primary,Streptococcus pneumoniae [pneumococcus]
diagnosis,8,primary,"Abdominal pain, unspecified site"
diagnosis,8,primary,"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,8,primary,"Backache, unspecified"
diagnosis,8,primary,"Pneumonia, organism unspecified"
diagnosis,8,primary,Headache
diagnosis,8,primary,"Pain in joint, shoulder region"
diagnosis,8,primary,"Asthma, unspecified type, unspecified"
diagnosis,8,primary,Unspecified acquired hypothyroidism
diagnosis,8,primary,Other respiratory abnormalities
diagnosis,8,primary,Shortness of breath
diagnosis,8,primary,Acute pharyngitis
diagnosis,8,primary,Other chronic pain
diagnosis,8,primary,Dizziness and giddiness
diagnosis,8,primary,Long-term (current) use of other medications
diagnosis,8,primary,Dysuria
diagnosis,8,primary,"Congestive heart failure, unspecified"
diagnosis,8,primary,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,8,primary,Cellulitis and abscess of unspecified sites
diagnosis,8,primary,Unspecified single disease
diagnosis,8,primary,Other specified counseling
diagnosis,8,primary,Long-term (current) use of insulin
diagnosis,8,primary,Chronic pain syndrome
diagnosis,8,primary,"Contact dermatitis and other eczema, unspecified cause"
diagnosis,8,primary,Morbid obesity
diagnosis,8,primary,Routine gynecological examination
diagnosis,8,primary,"Pain in joint, pelvic region and thigh"
diagnosis,8,primary,Unspecified disorder of kidney and ureter
diagnosis,8,primary,"Bronchitis, not specified as acute or chronic"
diagnosis,8,primary,"Acute sinusitis, unspecified"
diagnosis,8,primary,Unspecified sleep apnea
diagnosis,8,primary,Impacted cerumen
diagnosis,8,primary,Counseling NOS
diagnosis,8,primary,Mixed hyperlipidemia
diagnosis,8,primary,Cervicalgia
diagnosis,8,primary,Hyperpotassemia
diagnosis,8,primary,Disturbance of skin sensation
diagnosis,8,primary,Renal dialysis status
diagnosis,8,primary,Screening for lipoid disorders
diagnosis,8,primary,Other abnormal blood chemistry
diagnosis,9,primary,Benign essential hypertension
diagnosis,9,primary,Other and unspecified hyperlipidemia
diagnosis,9,primary,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
diagnosis,9,primary,"Depressive disorder, not elsewhere classified"
diagnosis,9,primary,Influenza
diagnosis,9,primary,Unspecified essential hypertension
diagnosis,9,primary,Dental examination
diagnosis,9,primary,Cough
diagnosis,9,primary,Tobacco use disorder
diagnosis,9,primary,Acute upper respiratory infections of unspecified site
diagnosis,9,primary,Esophageal reflux
diagnosis,9,primary,Lumbago
diagnosis,9,primary,Pain in limb
diagnosis,9,primary,Routine general medical examination at a health care facility
diagnosis,9,primary,"Anxiety state, unspecified"
diagnosis,9,primary,Other malaise and fatigue
diagnosis,9,primary,"Obesity, unspecified"
diagnosis,9,primary,Malignant essential hypertension
diagnosis,9,primary,"Pain in joint, lower leg"
diagnosis,9,primary,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled"
diagnosis,9,primary,"Backache, unspecified"
diagnosis,9,primary,"Allergic rhinitis, cause unspecified"
diagnosis,9,primary,Colon
diagnosis,9,primary,Unspecified vitamin D deficiency
diagnosis,9,primary,"Abdominal pain, unspecified site"
diagnosis,9,primary,"Anemia, unspecified"
diagnosis,9,primary,Edema
diagnosis,9,primary,"Diphtheria-tetanus-pertussis, combined [DTP] [DTaP]"
diagnosis,9,primary,Diarrhea
diagnosis,9,primary,Rash and other nonspecific skin eruption
diagnosis,9,primary,"Chronic airway obstruction, not elsewhere classified"
diagnosis,9,primary,"Constipation, unspecified"
diagnosis,9,primary,"Insomnia, unspecified"
diagnosis,9,primary,Other chronic pain
diagnosis,9,primary,"Pain in joint, shoulder region"
diagnosis,9,primary,"Asthma, unspecified type, unspecified"
diagnosis,9,primary,"Chest pain, unspecified"
diagnosis,9,primary,Headache
diagnosis,9,primary,"Chronic kidney disease, unspecified"
diagnosis,9,primary,"Urinary tract infection, site not specified"
diagnosis,9,primary,Acute bronchitis
diagnosis,9,primary,Unspecified acquired hypothyroidism
diagnosis,9,primary,"Pain in joint, pelvic region and thigh"
diagnosis,9,primary,Long-term (current) use of other medications
diagnosis,9,primary,Routine gynecological examination
diagnosis,9,primary,"Contact dermatitis and other eczema, unspecified cause"
diagnosis,9,primary,Dizziness and giddiness
diagnosis,9,primary,"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,9,primary,Chronic pain syndrome
diagnosis,9,primary,Cervicalgia
diagnosis,9,primary,Loss of weight
diagnosis,9,primary,Shortness of breath
diagnosis,9,primary,Streptococcus pneumoniae [pneumococcus]
diagnosis,9,primary,Other specified counseling
diagnosis,9,primary,"Chronic kidney disease, Stage III (moderate)"
diagnosis,9,primary,"Congestive heart failure, unspecified"
diagnosis,9,primary,Chronic hepatitis C without mention of hepatic coma
diagnosis,9,primary,"Pneumonia, organism unspecified"
diagnosis,9,primary,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,9,primary,Mixed hyperlipidemia
diagnosis,9,primary,Dysuria
diagnosis,9,primary,Unspecified sleep apnea
diagnosis,9,primary,Cellulitis and abscess of unspecified sites
diagnosis,9,primary,"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,9,primary,Routine infant or child health check
diagnosis,9,primary,Impacted cerumen
diagnosis,9,primary,Unspecified disorder of kidney and ureter
diagnosis,9,primary,"Breast screening, unspecified"
diagnosis,9,primary,Other abnormal blood chemistry
diagnosis,9,primary,"Bronchitis, not specified as acute or chronic"
diagnosis,9,primary,"Acute sinusitis, unspecified"
diagnosis,9,primary,Morbid obesity
diagnosis,9,primary,"Urinary incontinence, unspecified"
diagnosis,9,primary,Long-term (current) use of insulin
diagnosis,9,primary,Urinary frequency
diagnosis,9,primary,Other abnormal glucose
diagnosis,9,primary,"Major depressive affective disorder, single episode, unspecified"
diagnosis,9,primary,"Pain in joint, ankle and foot"
diagnosis,10,primary,Influenza
diagnosis,10,primary,Unspecified essential hypertension
diagnosis,10,primary,Benign essential hypertension
diagnosis,10,primary,Other and unspecified hyperlipidemia
diagnosis,10,primary,Acute upper respiratory infections of unspecified site
diagnosis,10,primary,"Depressive disorder, not elsewhere classified"
diagnosis,10,primary,Dental examination
diagnosis,10,primary,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
diagnosis,10,primary,Cough
diagnosis,10,primary,Routine general medical examination at a health care facility
diagnosis,10,primary,Esophageal reflux
diagnosis,10,primary,"Obesity, unspecified"
diagnosis,10,primary,Malignant essential hypertension
diagnosis,10,primary,Lumbago
diagnosis,10,primary,Pain in limb
diagnosis,10,primary,Tobacco use disorder
diagnosis,10,primary,"Constipation, unspecified"
diagnosis,10,primary,Colon
diagnosis,10,primary,"Allergic rhinitis, cause unspecified"
diagnosis,10,primary,Rash and other nonspecific skin eruption
diagnosis,10,primary,"Backache, unspecified"
diagnosis,10,primary,"Anemia, unspecified"
diagnosis,10,primary,Acute pharyngitis
diagnosis,10,primary,"Asthma, unspecified type, unspecified"
diagnosis,10,primary,"Diphtheria-tetanus-pertussis, combined [DTP] [DTaP]"
diagnosis,10,primary,Headache
diagnosis,10,primary,Other malaise and fatigue
diagnosis,10,primary,"Anxiety state, unspecified"
diagnosis,10,primary,"Pain in joint, lower leg"
diagnosis,10,primary,"Abdominal pain, unspecified site"
diagnosis,10,primary,"Pain in joint, shoulder region"
diagnosis,10,primary,"Insomnia, unspecified"
diagnosis,10,primary,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled"
diagnosis,10,primary,"Chest pain, unspecified"
diagnosis,10,primary,Diarrhea
diagnosis,10,primary,Edema
diagnosis,10,primary,"Chronic airway obstruction, not elsewhere classified"
diagnosis,10,primary,Other chronic pain
diagnosis,10,primary,Dysuria
diagnosis,10,primary,Acute bronchitis
diagnosis,10,primary,"Urinary tract infection, site not specified"
diagnosis,10,primary,Mixed hyperlipidemia
diagnosis,10,primary,Long-term (current) use of other medications
diagnosis,10,primary,Shortness of breath
diagnosis,10,primary,Streptococcus pneumoniae [pneumococcus]
diagnosis,10,primary,Unspecified vitamin D deficiency
diagnosis,10,primary,"Contact dermatitis and other eczema, unspecified cause"
diagnosis,10,primary,"Pneumonia, organism unspecified"
diagnosis,10,primary,"Major depressive affective disorder, single episode, unspecified"
diagnosis,10,primary,Routine infant or child health check
diagnosis,10,primary,"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,10,primary,Overweight
diagnosis,10,primary,Unspecified sleep apnea
diagnosis,10,primary,Morbid obesity
diagnosis,10,primary,"Congestive heart failure, unspecified"
diagnosis,10,primary,Impacted cerumen
diagnosis,10,primary,Chronic pain syndrome
diagnosis,10,primary,Routine gynecological examination
diagnosis,10,primary,Unspecified single disease
diagnosis,10,primary,Other specified counseling
diagnosis,10,primary,Other abnormal blood chemistry
diagnosis,10,primary,Unspecified acquired hypothyroidism
diagnosis,10,primary,Dizziness and giddiness
diagnosis,10,primary,Unspecified disorder of skin and subcutaneous tissue
diagnosis,10,primary,"Pain in joint, pelvic region and thigh"
diagnosis,10,primary,"Chronic kidney disease, unspecified"
diagnosis,10,primary,"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,10,primary,"Acute sinusitis, unspecified"
diagnosis,10,primary,Other respiratory abnormalities
diagnosis,10,primary,Counseling NOS
diagnosis,10,primary,Other abnormal glucose
diagnosis,10,primary,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,10,primary,Cellulitis and abscess of unspecified sites
diagnosis,10,primary,"Osteoporosis, unspecified"
diagnosis,10,primary,Sciatica
diagnosis,10,primary,Hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (LUTS)
diagnosis,10,primary,Dermatophytosis of nail
diagnosis,10,primary,Unspecified otitis media
diagnosis,10,primary,Unspecified hearing loss
diagnosis,10,primary,Other screening mammogram
diagnosis,0,secondary,Unspecified single disease
diagnosis,0,secondary,Dental examination
diagnosis,0,secondary,Myopia
diagnosis,0,secondary,Regular astigmatism
diagnosis,0,secondary,Routine infant or child health check
diagnosis,0,secondary,Acute pharyngitis
diagnosis,0,secondary,Acute upper respiratory infections of other multiple sites
diagnosis,0,secondary,Cough
diagnosis,0,secondary,"Abdominal pain, unspecified site"
diagnosis,0,secondary,"Fever, unspecified"
diagnosis,0,secondary,Hypermetropia
diagnosis,0,secondary,"Diphtheria-tetanus-pertussis, combined [DTP] [DTaP]"
diagnosis,0,secondary,Routine gynecological examination
diagnosis,0,secondary,Pain in limb
diagnosis,0,secondary,Tobacco use disorder
diagnosis,0,secondary,Headache
diagnosis,0,secondary,Routine general medical examination at a health care facility
diagnosis,0,secondary,Venereal disease
diagnosis,0,secondary,Other viral diseases
diagnosis,0,secondary,Examination of eyes and vision
diagnosis,0,secondary,Dietary surveillance and counseling
diagnosis,0,secondary,Acute upper respiratory infections of unspecified site
diagnosis,0,secondary,Nausea with vomiting
diagnosis,0,secondary,Viral hepatitis
diagnosis,0,secondary,Unspecified otitis media
diagnosis,0,secondary,"Allergic rhinitis, cause unspecified"
diagnosis,0,secondary,"Chest pain, unspecified"
diagnosis,0,secondary,Rash and other nonspecific skin eruption
diagnosis,0,secondary,Other specified counseling
diagnosis,0,secondary,Lumbago
diagnosis,0,secondary,Diarrhea
diagnosis,0,secondary,Dysuria
diagnosis,0,secondary,"Urinary tract infection, site not specified"
diagnosis,0,secondary,Supervision of other normal pregnancy
diagnosis,0,secondary,Single liveborn
diagnosis,0,secondary,Influenza
diagnosis,0,secondary,Other accidents
diagnosis,0,secondary,"Contact dermatitis and other eczema, unspecified cause"
diagnosis,0,secondary,Long-term (current) use of other medications
diagnosis,0,secondary,"Pregnancy examination or test, negative result"
diagnosis,0,secondary,"Abdominal pain, other specified site"
diagnosis,0,secondary,"Obesity, unspecified"
diagnosis,0,secondary,Streptococcal sore throat
diagnosis,0,secondary,Other combinations
diagnosis,0,secondary,"Anxiety state, unspecified"
diagnosis,0,secondary,"Constipation, unspecified"
diagnosis,0,secondary,"Asthma, unspecified type, unspecified"
diagnosis,0,secondary,"Pain in joint, lower leg"
diagnosis,0,secondary,Other specified vaccination
diagnosis,0,secondary,Persistent vomiting
diagnosis,0,secondary,Cervix
diagnosis,0,secondary,Swelling of limb
diagnosis,0,secondary,Other malaise and fatigue
diagnosis,0,secondary,Unspecified place
diagnosis,0,secondary,"Backache, unspecified"
diagnosis,0,secondary,Unspecified antenatal screening
diagnosis,0,secondary,Other and unspecified noninfectious gastroenteritis and colitis
diagnosis,0,secondary,"Astigmatism, unspecified"
diagnosis,0,secondary,Other
diagnosis,0,secondary,"Knee, leg, ankle, and foot injury"
diagnosis,0,secondary,"Viremia, unspecified"
diagnosis,0,secondary,Other examination of ears and hearing
