Cost,RiskAdjustedCost,Frequency,Minor,Major,PCPID,PCPNPI,memberMonths,ServiceProviderID,InNetwork
172.45,2898.26,1,Otolaryngology,Specialist Visits,1366433906,1366433906,151,1417167826,1
163.09,913.65,1,Dermatology,Specialist Visits,1366433906,1366433906,151,1457463127,1
528.14,394.49,1,Otolaryngology,Specialist Visits,1366433906,1366433906,151,1811988181,0
83.05,66.43,1,Otolaryngology,Specialist Visits,1336132745,1336132745,526,1134134422,1
239.33,143.65,1,Dermatology,Specialist Visits,1336132745,1336132745,526,1154383610,1
0.00,0.00,1,Chiropractor,Specialist Visits,1336132745,1336132745,526,1205071511,0
70.00,196.07,1,Chiropractor,Specialist Visits,1336132745,1336132745,526,1235244021,0
60.00,61.11,1,Chiropractor,Specialist Visits,1366602203,1366602203,355,1003826827,0
0.00,0.00,1,Chiropractor,Specialist Visits,1366602203,1366602203,355,1003973058,0
84.23,141.56,1,Chiropractor,Specialist Visits,1366602203,1366602203,355,1114926508,0
156.93,1118.29,2,Chiropractor,Specialist Visits,1366602203,1366602203,355,1215165592,0
673.44,9867.65,6,Orthopaedic Surgery,Specialist Visits,1396741963,1396741963,888,1043370604,0
88.69,94.59,1,Otolaryngology,Specialist Visits,1396741963,1396741963,888,1053300467,0
72.70,305.46,1,Chiropractor,Specialist Visits,1396741963,1396741963,888,1063712305,0
109.57,43.82,1,Plastic Surgery,Specialist Visits,1396741963,1396741963,888,1144391079,0
84.23,707.80,1,Chiropractor,Specialist Visits,1396741963,1396741963,888,1194711267,0
1615.26,3799.83,11,Orthopaedic Surgery,Specialist Visits,1396741963,1396741963,888,1225135700,0
460.57,488.61,2,Otolaryngology,Specialist Visits,1396741963,1396741963,888,1346299633,0
504.82,878.25,3,Orthopaedic Surgery,Specialist Visits,1336132745,1336132745,526,1275693186,1
91.12,44.85,1,Orthopaedic Surgery,Specialist Visits,1336132745,1336132745,526,1417905407,0
91.12,97.18,1,Podiatrist,Specialist Visits,1336132745,1336132745,526,1427136613,0
84.23,64.35,1,Chiropractor,Specialist Visits,1336132745,1336132745,526,1447690334,0
0.00,0.00,1,Dermatology,Specialist Visits,1366436909,1366436909,228,1508153313,0
134.57,122.25,1,Dermatology,Specialist Visits,1366436909,1366436909,228,1992017230,0
783.94,1281.36,7,Orthopaedic Surgery,Specialist Visits,1366451734,1366451734,538,1043370604,0
91.79,17.28,1,Orthopaedic Surgery,Specialist Visits,1366451734,1366451734,538,1043410038,0
0.00,0.00,1,Chiropractor,Specialist Visits,1396741963,1396741963,888,1396789442,0
72.70,46.11,1,Chiropractor,Specialist Visits,1396741963,1396741963,888,1407024268,0
172.21,5788.46,1,Plastic Surgery,Specialist Visits,1396741963,1396741963,888,1467546804,0
624.41,1108.11,6,Podiatrist,Specialist Visits,1396741963,1396741963,888,1518064609,0
220.82,296.13,2,Dermatology,Specialist Visits,1396741963,1396741963,888,1538191846,0
555.00,1915.48,2,Orthopaedic Surgery,Specialist Visits,1336132745,1336132745,526,1477669398,0
170.57,69.28,2,Podiatrist,Specialist Visits,1366451734,1366451734,538,1134261464,0
86.92,185.41,1,Orthopaedic Surgery,Specialist Visits,1366451734,1366451734,538,1164461364,0
91.79,39.16,1,Orthopaedic Surgery,Specialist Visits,1366451734,1366451734,538,1164611687,1
472.96,440.32,3,Orthopaedic Surgery,Specialist Visits,1396741963,1396741963,888,1548253172,0
140.00,267.52,2,Chiropractor,Specialist Visits,1396741963,1396741963,888,1568408482,0
344.20,1619.91,3,Orthopaedic Surgery,Specialist Visits,1396741963,1396741963,888,1700859170,0
242.18,778.74,3,Chiropractor,Specialist Visits,1396741963,1396741963,888,1730161183,0
91.12,145.78,1,Plastic Surgery,Specialist Visits,1336132745,1336132745,526,1710088026,1
84.70,86.27,1,Chiropractor,Specialist Visits,1336132745,1336132745,526,1821396011,0
84.78,7.21,1,Chiropractor,Specialist Visits,1336132745,1336132745,526,1831383926,0
93.26,99.47,1,Orthopaedic Surgery,Specialist Visits,1336132745,1336132745,526,1912988189,0
169.69,1901.25,1,Orthopaedic Surgery,Specialist Visits,1366451734,1366451734,538,1265488480,0
134.57,94.23,1,Podiatrist,Specialist Visits,1366451734,1366451734,538,1265490775,0
282.98,80.61,1,Orthopaedic Surgery,Specialist Visits,1366451734,1366451734,538,1275760985,0
125.97,4234.21,1,Podiatrist,Specialist Visits,1396741963,1396741963,888,1801829122,0
85.39,34.15,1,Podiatrist,Specialist Visits,1396741963,1396741963,888,1861501967,0
1461.66,3323.17,11,Orthopaedic Surgery,Specialist Visits,1396741963,1396741963,888,1912928953,0
149.81,200.38,2,Dermatology,Specialist Visits,1366451734,1366451734,538,1407806888,0
87.12,92.92,1,Orthopaedic Surgery,Specialist Visits,1366451734,1366451734,538,1427041904,0
84.23,108.89,1,Chiropractor,Specialist Visits,1366451734,1366451734,538,1477667624,0
91.12,64.79,1,Otolaryngology,Specialist Visits,1366451734,1366451734,538,1497746507,1
304.78,586.18,2,Dermatology,Specialist Visits,1366451734,1366451734,538,1538191846,0
151.62,86.38,1,Orthopaedic Surgery,Specialist Visits,1366451734,1366451734,538,1558537951,0
70.00,51.15,2,Chiropractor,Specialist Visits,1366451734,1366451734,538,1568408482,0
264.17,150.50,1,Orthopaedic Surgery,Specialist Visits,1366451734,1366451734,538,1568426526,0
133.70,31.21,1,Podiatrist,Specialist Visits,1336132745,1336132745,526,1942216049,0
4765.90,16066.37,41,Orthopaedic Surgery,Specialist Visits,1336132745,1336132745,526,1952364184,0
87.12,26.55,1,Dermatology,Specialist Visits,1336132745,1336132745,526,1952506552,0
89.58,16.86,1,Orthopaedic Surgery,Specialist Visits,1366451734,1366451734,538,1700825411,0
133.70,236.53,1,Podiatrist,Specialist Visits,1366451734,1366451734,538,1790705457,0
0.00,0.00,1,Dermatology,Specialist Visits,1336171859,1336171859,419,1558597039,0
30.00,201.68,1,Chiropractor,Specialist Visits,1366451734,1366451734,538,1871574392,0
221.15,353.97,1,Orthopaedic Surgery,Specialist Visits,1366451734,1366451734,538,1902996317,0
91.12,44.85,1,Orthopaedic Surgery,Specialist Visits,1366451734,1366451734,538,1942293261,0
30.00,25.86,1,Chiropractor,Specialist Visits,1366482804,1366482804,165,1679681068,0
113.42,544.62,1,Orthopaedic Surgery,Specialist Visits,1366482804,1366482804,165,1730384314,1
163.09,189.03,1,Dermatology,Specialist Visits,1336171859,1336171859,419,1932424264,1
30.00,31.51,1,Chiropractor,Specialist Visits,1336171859,1336171859,419,1992809404,0
159.38,535.72,1,Orthopaedic Surgery,Specialist Visits,1336236470,1336236470,517,1033173612,1
905.99,6437.83,5,Otolaryngology,Specialist Visits,1336236470,1336236470,517,1104930007,1
603.31,5647.49,3,Orthopaedic Surgery,Specialist Visits,1336236470,1336236470,517,1306879093,0
130.04,242.83,1,Otolaryngology,Specialist Visits,1336236470,1336236470,517,1427166123,1
84.74,21.69,1,Otolaryngology,Specialist Visits,1366578940,1366578940,452,1144427584,1
165.36,555.82,1,Dermatology,Specialist Visits,1336236470,1336236470,517,1477741031,1
133.70,4494.03,1,Dermatology,Specialist Visits,1336236470,1336236470,517,1487882270,0
566.65,514.78,1,Orthopaedic Surgery,Specialist Visits,1336236470,1336236470,517,1639205214,0
584.22,1963.73,1,Orthopaedic Surgery,Specialist Visits,1336236470,1336236470,517,1831154111,0
259.71,167.88,1,Otolaryngology,Specialist Visits,1336288141,1336288141,266,1003807124,0
159.38,67.81,1,Orthopaedic Surgery,Specialist Visits,1366602203,1366602203,355,1306848890,1
176.32,46.01,2,Podiatrist,Specialist Visits,1366602203,1366602203,355,1326116203,0
30.00,34.77,1,Chiropractor,Specialist Visits,1366602203,1366602203,355,1407852130,0
93.13,198.65,2,Podiatrist,Specialist Visits,1366602203,1366602203,355,1447343033,0
0.00,0.00,1,Chiropractor,Specialist Visits,1366578940,1366578940,452,1205071511,0
195.20,117.16,1,Dermatology,Specialist Visits,1366578940,1366578940,452,1285698936,1
91.12,34.30,1,Dermatology,Specialist Visits,1366578940,1366578940,452,1295775732,1
133.70,642.00,1,Dermatology,Specialist Visits,1366578940,1366578940,452,1326020827,0
426.79,2297.98,2,Dermatology,Specialist Visits,1366578940,1366578940,452,1386602753,1
73.76,826.43,1,Chiropractor,Specialist Visits,1336288141,1336288141,266,1114143773,0
84.74,30.13,1,Otolaryngology,Specialist Visits,1336288141,1336288141,266,1225143027,1
113.42,254.16,1,Dermatology,Specialist Visits,1336288141,1336288141,266,1487811147,1
264.17,739.96,1,Orthopaedic Surgery,Specialist Visits,1336288141,1336288141,266,1649270810,0
345.78,618.28,3,Orthopaedic Surgery,Specialist Visits,1336288141,1336288141,266,1710100854,1
93.26,85.26,1,Orthopaedic Surgery,Specialist Visits,1396753067,1396753067,567,1154378479,0
323.42,415.43,2,Otolaryngology,Specialist Visits,1396753067,1396753067,567,1235395500,1
220.47,4563.44,2,Podiatrist,Specialist Visits,1396753067,1396753067,567,1275541773,0
527.96,1774.62,1,Orthopaedic Surgery,Specialist Visits,1396753067,1396753067,567,1346273687,1
93.26,33.16,1,Orthopaedic Surgery,Specialist Visits,1396753067,1396753067,567,1386903805,0
91.12,194.37,1,Otolaryngology,Specialist Visits,1336288141,1336288141,266,1861425811,0
257.19,1234.98,1,Dermatology,Specialist Visits,1336302645,1336302645,278,1558422584,1
134.44,98.24,1,Podiatrist,Specialist Visits,1366578940,1366578940,452,1457341257,0
247.67,438.15,2,Dermatology,Specialist Visits,1366578940,1366578940,452,1457463127,1
73.02,106.71,1,Chiropractor,Specialist Visits,1366578940,1366578940,452,1467578864,0
303.32,124.33,1,Orthopaedic Surgery,Specialist Visits,1366602203,1366602203,355,1538436209,1
90.40,48.21,1,Otolaryngology,Specialist Visits,1366602203,1366602203,355,1720040058,1
91.12,23.32,1,Orthopaedic Surgery,Specialist Visits,1366602203,1366602203,355,1811033871,0
191.13,116.81,1,Orthopaedic Surgery,Specialist Visits,1396753067,1396753067,567,1427047224,0
475.75,514.74,4,Dermatology,Specialist Visits,1396753067,1396753067,567,1487811147,1
93.26,18.08,2,Podiatrist,Specialist Visits,1396753067,1396753067,567,1528049772,0
0.00,0.00,1,Chiropractor,Specialist Visits,1366602203,1366602203,355,1902951767,0
317.00,463.27,1,Dermatology,Specialist Visits,1366578940,1366578940,452,1558422584,1
83.05,22.14,1,Otolaryngology,Specialist Visits,1366578940,1366578940,452,1619947918,1
259.71,379.55,1,Orthopaedic Surgery,Specialist Visits,1376503318,1376503318,465,1265413926,0
210.00,504.19,1,Orthopaedic Surgery,Specialist Visits,1376503318,1376503318,465,1356397541,1
84.76,101.75,1,Chiropractor,Specialist Visits,1376503318,1376503318,465,1457469173,0
93.26,54.25,1,Orthopaedic Surgery,Specialist Visits,1376503318,1376503318,465,1578866513,0
91.39,73.10,1,Dermatology,Specialist Visits,1376503318,1376503318,465,1659547727,0
85.76,30.49,1,Orthopaedic Surgery,Specialist Visits,1396753067,1396753067,567,1679536155,0
0.00,0.00,1,Chiropractor,Specialist Visits,1396753067,1396753067,567,1841345774,0
355.44,442.52,3,Orthopaedic Surgery,Specialist Visits,1376503318,1376503318,465,1710100854,1
112.48,945.19,1,Orthopaedic Surgery,Specialist Visits,1376503318,1376503318,465,1730384314,1
265.63,388.20,1,Dermatology,Specialist Visits,1376503318,1376503318,465,1881807469,0
87.52,18.07,1,Orthopaedic Surgery,Specialist Visits,1376503318,1376503318,465,1942248232,0
30.00,22.92,1,Chiropractor,Specialist Visits,1376503318,1376503318,465,1992778161,0
93.26,27.13,1,Podiatrist,Specialist Visits,1336376060,1336376060,513,1215228598,0
72.70,2443.65,1,Chiropractor,Specialist Visits,1336376060,1336376060,513,1235231176,0
125.00,97.71,1,Podiatrist,Specialist Visits,1336376060,1336376060,513,1255411070,0
85.36,36.42,1,Dermatology,Specialist Visits,1396784484,1396784484,525,1124256284,1
134.44,4518.91,1,Podiatrist,Specialist Visits,1396784484,1396784484,525,1144284563,0
84.74,14.27,1,Otolaryngology,Specialist Visits,1396784484,1396784484,525,1194990929,1
247.83,256.03,2,Otolaryngology,Specialist Visits,1396784484,1396784484,525,1225143027,1
84.70,84.70,1,Chiropractor,Specialist Visits,1396784484,1396784484,525,1306178884,0
64.27,82.26,1,Orthopaedic Surgery,Specialist Visits,1336376060,1336376060,513,1275729626,1
209.52,7042.56,1,Dermatology,Specialist Visits,1336376060,1336376060,513,1285698936,1
0.00,0.00,1,Dermatology,Specialist Visits,1336376060,1336376060,513,1326020827,0
852.97,2701.38,5,Dermatology,Specialist Visits,1336376060,1336376060,513,1457463127,1
297.70,1016.80,2,Orthopaedic Surgery,Specialist Visits,1336376060,1336376060,513,1538183298,1
72.70,69.82,1,Chiropractor,Specialist Visits,1336376060,1336376060,513,1710190152,0
265.63,2976.19,1,Orthopaedic Surgery,Specialist Visits,1336376060,1336376060,513,1770564577,0
161.74,226.52,1,Orthopaedic Surgery,Specialist Visits,1336376060,1336376060,513,1780673558,0
202.11,194.10,1,Orthopaedic Surgery,Specialist Visits,1336376060,1336376060,513,1841292414,0
208.82,93.59,1,Orthopaedic Surgery,Specialist Visits,1336376060,1336376060,513,1881676989,1
205.26,766.60,1,Dermatology,Specialist Visits,1396784484,1396784484,525,1407837818,0
89.31,95.25,1,Dermatology,Specialist Visits,1396784484,1396784484,525,1417184144,1
655.53,1037.24,5,Orthopaedic Surgery,Specialist Visits,1396784484,1396784484,525,1568598209,1
84.23,566.24,1,Chiropractor,Specialist Visits,1396784484,1396784484,525,1588996045,0
91.33,18.85,1,Orthopaedic Surgery,Specialist Visits,1396784484,1396784484,525,1598860546,0
198.38,666.81,1,Dermatology,Specialist Visits,1396784484,1396784484,525,1699847814,1
0.00,0.00,1,Plastic Surgery,Specialist Visits,1396784484,1396784484,525,1710088026,1
83.05,66.43,1,Orthopaedic Surgery,Specialist Visits,1376525576,1376525576,84,1053321992,1
91.12,83.30,1,Orthopaedic Surgery,Specialist Visits,1376525576,1376525576,84,1326088386,0
25.03,22.88,1,Dermatology,Specialist Visits,1376525576,1376525576,84,1568496313,0
57.23,33.29,1,Podiatrist,Specialist Visits,1376525576,1376525576,84,1679703151,0
180.32,757.63,1,Otolaryngology,Specialist Visits,1336484708,1336484708,166,1235142480,0
175.04,96.01,2,Dermatology,Specialist Visits,1346204419,1346204419,232,1043269731,0
87.12,185.83,1,Dermatology,Specialist Visits,1346204419,1346204419,232,1104923069,0
86.86,50.53,1,Otolaryngology,Specialist Visits,1396784484,1396784484,525,1790847366,0
91.33,194.81,1,Orthopaedic Surgery,Specialist Visits,1396784484,1396784484,525,1861469280,0
0.00,0.00,1,Otolaryngology,Specialist Visits,1396784484,1396784484,525,1861506776,1
253.54,355.09,1,Orthopaedic Surgery,Specialist Visits,1396784484,1396784484,525,1891785325,0
198.38,74.92,1,Orthopaedic Surgery,Specialist Visits,1396784484,1396784484,525,1891959011,1
91.33,12.43,1,Orthopaedic Surgery,Specialist Visits,1396784484,1396784484,525,1952369894,1
128.63,137.19,1,Otolaryngology,Specialist Visits,1396784484,1396784484,525,1972518264,1
86.86,138.96,1,Orthopaedic Surgery,Specialist Visits,1376539262,1376539262,60,1043259575,1
12.97,20.75,1,Podiatrist,Specialist Visits,1376539262,1376539262,60,1336161181,0
11.82,12.61,1,Podiatrist,Specialist Visits,1376539262,1376539262,60,1467736603,0
172.65,207.26,1,Otolaryngology,Specialist Visits,1396841615,1396841615,502,1083602163,0
171.31,383.88,1,Orthopaedic Surgery,Specialist Visits,1396841615,1396841615,502,1114915261,0
116.23,185.95,1,Podiatrist,Specialist Visits,1396841615,1396841615,502,1144284563,0
165.36,101.06,1,Otolaryngology,Specialist Visits,1396841615,1396841615,502,1144427584,1
219.78,217.28,1,Dermatology,Specialist Visits,1396841615,1396841615,502,1144454661,1
337.85,309.85,2,Otolaryngology,Specialist Visits,1396841615,1396841615,502,1194990929,1
378.14,476.43,2,Dermatology,Specialist Visits,1396841615,1396841615,502,1265400535,1
129.91,101.02,2,Orthopaedic Surgery,Specialist Visits,1376539262,1376539262,60,1912928953,0
125.97,325.71,1,Otolaryngology,Specialist Visits,1376580480,1376580480,1133,1023057031,0
101.57,117.73,1,Dermatology,Specialist Visits,1376580480,1376580480,1133,1023218237,0
629.63,1317.50,4,Orthopaedic Surgery,Specialist Visits,1376580480,1376580480,1133,1033287859,0
84.70,84.70,1,Chiropractor,Specialist Visits,1376580480,1376580480,1133,1043232242,0
195.20,273.38,1,Orthopaedic Surgery,Specialist Visits,1376580480,1376580480,1133,1104804665,0
82.85,53.02,1,Otolaryngology,Specialist Visits,1396841615,1396841615,502,1417967449,0
168.72,708.89,1,Otolaryngology,Specialist Visits,1396841615,1396841615,502,1548249048,0
100.97,47.80,1,Dermatology,Specialist Visits,1396841615,1396841615,502,1578532388,0
200.00,140.05,1,Podiatrist,Specialist Visits,1396841615,1396841615,502,1598928525,0
88.69,189.18,1,Dermatology,Specialist Visits,1396841615,1396841615,502,1649375072,1
390.32,7872.93,2,Orthopaedic Surgery,Specialist Visits,1376580480,1376580480,1133,1114117553,0
91.12,13.56,1,Dermatology,Specialist Visits,1376580480,1376580480,1133,1124014006,1
84.70,84.70,1,Chiropractor,Specialist Visits,1376580480,1376580480,1133,1124098702,0
85.18,19.47,1,Podiatrist,Specialist Visits,1376580480,1376580480,1133,1124133657,0
114.85,244.99,1,Otolaryngology,Specialist Visits,1376580480,1376580480,1133,1134134422,1
30.00,25.21,1,Chiropractor,Specialist Visits,1376580480,1376580480,1133,1134137482,0
585.76,1190.07,4,Dermatology,Specialist Visits,1376580480,1376580480,1133,1144454661,0
118.95,190.30,1,Orthopaedic Surgery,Specialist Visits,1376580480,1376580480,1133,1164598801,1
132.82,186.02,1,Otolaryngology,Specialist Visits,1396841615,1396841615,502,1679756704,0
165.52,150.37,1,Dermatology,Specialist Visits,1396841615,1396841615,502,1699847814,1
134.57,411.21,1,Podiatrist,Specialist Visits,1396841615,1396841615,502,1700822814,0
84.70,39.54,1,Chiropractor,Specialist Visits,1396841615,1396841615,502,1750308391,0
261.98,250.96,2,Dermatology,Specialist Visits,1396841615,1396841615,502,1831189513,0
218.57,19.18,1,Orthopaedic Surgery,Specialist Visits,1376580480,1376580480,1133,1194718320,0
166.63,243.52,1,Orthopaedic Surgery,Specialist Visits,1376580480,1376580480,1133,1225106818,0
145.99,114.12,1,Podiatrist,Specialist Visits,1376580480,1376580480,1133,1245215169,0
72.78,32.62,1,Chiropractor,Specialist Visits,1376580480,1376580480,1133,1255785705,0
190.03,6387.44,1,Dermatology,Specialist Visits,1376580480,1376580480,1133,1265490866,0
0.00,0.00,1,Chiropractor,Specialist Visits,1376580480,1376580480,1133,1265581557,0
87.74,140.37,1,Orthopaedic Surgery,Specialist Visits,1376580480,1376580480,1133,1285739649,0
84.70,569.40,1,Chiropractor,Specialist Visits,1376580480,1376580480,1133,1285747543,0
270.39,273.03,3,Dermatology,Specialist Visits,1346204419,1346204419,232,1255463733,0
179.71,98.67,2,Podiatrist,Specialist Visits,1346204419,1346204419,232,1285618611,0
189.74,6377.69,1,Orthopaedic Surgery,Specialist Visits,1376580480,1376580480,1133,1295892859,0
164.85,5541.07,1,Dermatology,Specialist Visits,1376580480,1376580480,1133,1356490163,0
114.63,66.69,1,Dermatology,Specialist Visits,1376580480,1376580480,1133,1407177553,0
87.74,187.16,1,Orthopaedic Surgery,Specialist Visits,1376580480,1376580480,1133,1407978125,0
91.39,20.17,1,Orthopaedic Surgery,Specialist Visits,1396841615,1396841615,502,1861469280,0
84.47,28.45,1,Orthopaedic Surgery,Specialist Visits,1396841615,1396841615,502,1952369894,1
87.12,42.88,1,Otolaryngology,Specialist Visits,1396848719,1396848719,438,1033111646,1
686.00,1359.77,6,Orthopaedic Surgery,Specialist Visits,1396848719,1396848719,438,1043259575,1
938.65,6767.63,8,Podiatrist,Specialist Visits,1396848719,1396848719,438,1124089842,0
172.21,65.04,1,Otolaryngology,Specialist Visits,1396848719,1396848719,438,1154323764,0
0.00,0.00,1,Chiropractor,Specialist Visits,1396848719,1396848719,438,1225157423,0
648.46,2398.82,4,Otolaryngology,Specialist Visits,1396848719,1396848719,438,1245232859,0
120.03,30.33,1,Dermatology,Specialist Visits,1376580480,1376580480,1133,1477664480,0
195.12,113.08,1,Orthopaedic Surgery,Specialist Visits,1376580480,1376580480,1133,1538264049,0
179.26,90.33,2,Dermatology,Specialist Visits,1346204419,1346204419,232,1386737195,0
87.20,139.50,1,Orthopaedic Surgery,Specialist Visits,1396848719,1396848719,438,1366502932,0
174.24,64.97,2,Otolaryngology,Specialist Visits,1396848719,1396848719,438,1407848039,1
81.18,30.56,1,Otolaryngology,Specialist Visits,1396848719,1396848719,438,1417167826,1
80.69,64.54,1,Dermatology,Specialist Visits,1396848719,1396848719,438,1467423541,1
84.23,36.30,1,Chiropractor,Specialist Visits,1376580480,1376580480,1133,1568566123,0
221.15,323.19,1,Orthopaedic Surgery,Specialist Visits,1376580480,1376580480,1133,1588678148,0
62.72,19.11,1,Plastic Surgery,Specialist Visits,1346204419,1346204419,232,1548244460,0
175.02,94.35,2,Orthopaedic Surgery,Specialist Visits,1346204419,1346204419,232,1649433665,0
124.67,99.72,1,Orthopaedic Surgery,Specialist Visits,1396848719,1396848719,438,1568456457,0
82.62,132.18,1,Orthopaedic Surgery,Specialist Visits,1396848719,1396848719,438,1669527362,1
886.71,1122.41,5,Orthopaedic Surgery,Specialist Visits,1396848719,1396848719,438,1679700116,0
193.06,1622.32,1,Orthopaedic Surgery,Specialist Visits,1376580480,1376580480,1133,1609836873,0
164.65,325.55,1,Orthopaedic Surgery,Specialist Visits,1376580480,1376580480,1133,1679539860,0
212.63,201.61,2,Orthopaedic Surgery,Specialist Visits,1396848719,1396848719,438,1780656678,0
75.00,360.14,1,Chiropractor,Specialist Visits,1396848719,1396848719,438,1780731851,0
541.23,1169.03,3,Orthopaedic Surgery,Specialist Visits,1396848719,1396848719,438,1871530402,0
1218.72,2515.36,8,Orthopaedic Surgery,Specialist Visits,1396848719,1396848719,438,1902867674,0
84.70,81.34,1,Chiropractor,Specialist Visits,1396848719,1396848719,438,1902991540,0
1332.24,1949.13,10,Otolaryngology,Specialist Visits,1376580480,1376580480,1133,1710145883,1
311.22,80.47,1,Plastic Surgery,Specialist Visits,1376580480,1376580480,1133,1760623417,1
88.69,189.18,1,Podiatrist,Specialist Visits,1396850350,1396850350,203,1053359331,0
91.33,15.38,1,Dermatology,Specialist Visits,1396850350,1396850350,203,1053384693,0
572.22,1065.22,2,Orthopaedic Surgery,Specialist Visits,1376580480,1376580480,1133,1881910560,1
397.38,309.38,4,Dermatology,Specialist Visits,1376580480,1376580480,1133,1932308681,1
0.00,0.00,1,Otolaryngology,Specialist Visits,1376580480,1376580480,1133,1942465489,0
264.57,504.29,2,Orthopaedic Surgery,Specialist Visits,1376580480,1376580480,1133,1952364184,0
134.44,451.89,1,Podiatrist,Specialist Visits,1346224334,1346224334,255,1043285646,0
84.23,2831.21,1,Chiropractor,Specialist Visits,1346224334,1346224334,255,1083910244,0
604.89,6870.86,3,Dermatology,Specialist Visits,1376580480,1376580480,1133,1972550606,0
0.00,0.00,1,Dermatology,Specialist Visits,1376580480,1376580480,1133,1992017230,0
88.69,40.54,1,Otolaryngology,Specialist Visits,1376623645,1376623645,137,1457340853,0
7.24,2.11,1,Orthopaedic Surgery,Specialist Visits,1396850350,1396850350,203,1285636993,0
91.12,24.30,1,Orthopaedic Surgery,Specialist Visits,1396850350,1396850350,203,1306975271,0
0.00,0.00,1,Chiropractor,Specialist Visits,1396850350,1396850350,203,1407835093,0
85.41,182.19,1,Orthopaedic Surgery,Specialist Visits,1376623645,1376623645,137,1801871488,0
85.74,49.88,1,Orthopaedic Surgery,Specialist Visits,1376623645,1376623645,137,1831259753,0
84.08,41.39,1,Dermatology,Specialist Visits,1376623645,1376623645,137,1932424264,1
84.78,474.95,1,Chiropractor,Specialist Visits,1376751412,1376751412,256,1083910244,0
0.00,0.00,1,Chiropractor,Specialist Visits,1376751412,1376751412,256,1174602353,0
89.31,43.96,1,Orthopaedic Surgery,Specialist Visits,1396850350,1396850350,203,1487776001,0
163.99,134.44,1,Dermatology,Specialist Visits,1396850350,1396850350,203,1689608358,1
160.00,24.23,1,Otolaryngology,Specialist Visits,1376751412,1376751412,256,1518913151,1
172.49,144.95,1,Dermatology,Specialist Visits,1376751412,1376751412,256,1679867766,1
163.09,61.59,1,Otolaryngology,Specialist Visits,1376751412,1376751412,256,1710145883,1
0.00,0.00,1,Otolaryngology,Specialist Visits,1376751412,1376751412,256,1891758488,0
114.85,61.25,1,Orthopaedic Surgery,Specialist Visits,1366578940,1366578940,452,1972577716,0
102.19,61.34,1,Dermatology,Specialist Visits,1366578940,1366578940,452,1992848469,0
84.23,113.25,1,Chiropractor,Specialist Visits,1366602203,1366602203,355,1043212814,0
194.93,504.01,1,Orthopaedic Surgery,Specialist Visits,1366602203,1366602203,355,1184750820,0
91.33,15.80,1,Dermatology,Specialist Visits,1396850350,1396850350,203,1790773828,0
277.50,9327.55,1,Orthopaedic Surgery,Specialist Visits,1396850350,1396850350,203,1801949649,0
268.68,140.06,3,Orthopaedic Surgery,Specialist Visits,1396850350,1396850350,203,1841246055,0
0.00,0.00,1,Otolaryngology,Specialist Visits,1396850350,1396850350,203,1851363055,0
91.79,45.18,1,Orthopaedic Surgery,Specialist Visits,1396850350,1396850350,203,1881676989,1
163.74,611.53,1,Orthopaedic Surgery,Specialist Visits,1396850350,1396850350,203,1902828304,1
776.56,1862.18,8,Orthopaedic Surgery,Specialist Visits,1376798728,1376798728,465,1043370604,0
131.42,1472.47,1,Podiatrist,Specialist Visits,1376798728,1376798728,465,1114920121,0
85.16,17.58,1,Orthopaedic Surgery,Specialist Visits,1376798728,1376798728,465,1144291626,0
31.15,49.83,1,Orthopaedic Surgery,Specialist Visits,1376798728,1376798728,465,1164598801,1
73.02,73.02,1,Chiropractor,Specialist Visits,1376798728,1376798728,465,1194021329,0
221.01,83.47,1,Orthopaedic Surgery,Specialist Visits,1366602203,1366602203,355,1275729626,1
91.33,24.35,1,Orthopaedic Surgery,Specialist Visits,1366602203,1366602203,355,1417905407,0
175.99,62.54,2,Otolaryngology,Specialist Visits,1396907812,1396907812,386,1124020730,1
111.58,28.56,1,Orthopaedic Surgery,Specialist Visits,1376798728,1376798728,465,1285806067,0
269.17,282.74,1,Otolaryngology,Specialist Visits,1346224334,1346224334,255,1639160609,0
102.22,42.95,1,Plastic Surgery,Specialist Visits,1346224334,1346224334,255,1649277542,1
84.23,471.87,1,Chiropractor,Specialist Visits,1346224334,1346224334,255,1770808461,0
129.62,181.54,1,Orthopaedic Surgery,Specialist Visits,1346224334,1346224334,255,1952364184,0
1263.36,3559.34,6,Dermatology,Specialist Visits,1346241569,1346241569,707,1003136771,1
584.22,1033.54,1,Orthopaedic Surgery,Specialist Visits,1396907812,1396907812,386,1164451597,0
159.53,103.12,1,Orthopaedic Surgery,Specialist Visits,1396907812,1396907812,386,1164598801,1
180.32,757.63,1,Otolaryngology,Specialist Visits,1396907812,1396907812,386,1407848039,0
73.02,2454.41,1,Chiropractor,Specialist Visits,1376798728,1376798728,465,1457469173,0
60.00,76.79,1,Chiropractor,Specialist Visits,1376798728,1376798728,465,1497719280,1
85.36,45.52,1,Dermatology,Specialist Visits,1366602203,1366602203,355,1457463127,1
317.00,710.35,1,Dermatology,Specialist Visits,1366602203,1366602203,355,1487881371,1
86.78,48.62,1,Podiatrist,Specialist Visits,1366602203,1366602203,355,1497861587,0
91.79,34.55,1,Orthopaedic Surgery,Specialist Visits,1366602203,1366602203,355,1578866513,0
85.39,32.14,1,Dermatology,Specialist Visits,1396907812,1396907812,386,1578761482,0
